chord_1,chord_2,chord_3,chord_4
vi<sup>6</sup>,vi,V/V,II<sup>4</sup><sub>2</sub>
vi<sup>6</sup>,vi,V<sup>6</sup>/vi,V<sup>6</sup><sub>4</sub>/vi
vi<sup>6</sup>,IV,V/vi,vi
vi<sup>6</sup>,IV,V/vi,ii
vi<sup>6</sup>,IV,IV<sup>6</sup>,vii<sup>??</sup><sup>7</sup>
vi<sup>6</sup>,IV,IV<sup>6</sup>,I<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,IV,IV<sup>6</sup>,IV
vi<sup>6</sup>,IV,IV<sup>6</sup>,IV<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,IV,V,vi
vi<sup>6</sup>,IV,V,IV
vi<sup>6</sup>,IV,V,vii°/vi
vi<sup>6</sup>,IV,V,I
vi<sup>6</sup>,IV,iii,IV
vi<sup>6</sup>,IV,iii,V/vi
vi<sup>6</sup>,IV,iii,vii
vi<sup>6</sup>,IV,vi<sup>6</sup><sub>4</sub>,vi
vi<sup>6</sup>,IV,vi<sup>6</sup><sub>4</sub>,IV
vi<sup>6</sup>,IV,vi<sup>6</sup><sub>4</sub>,V<sup>7</sup>/vi
vi<sup>6</sup>,IV,ii,vi
vi<sup>6</sup>,IV,ii,IV
vi<sup>6</sup>,IV,I,iii
vi<sup>6</sup>,IV,vi<sup>6</sup>,ii
vi<sup>6</sup>,IV,vi<sup>6</sup>,V
vi<sup>6</sup>,IV,IV<sup>4</sup><sub>2</sub>,ii<sup>7</sup>
vi<sup>6</sup>,IV,IV<sup>4</sup><sub>2</sub>,ii
vi<sup>6</sup>,IV,I<sup>6</sup>,ii
vi<sup>6</sup>,IV,I<sup>6</sup>,I
vi<sup>6</sup>,IV,♭VII,V<sup>6</sup>/vi
vi<sup>6</sup>,IV,IV<sup>6</sup><sub>4</sub>,I
vi<sup>6</sup>,IV,vi,vi<sup>6</sup>
vi<sup>6</sup>,IV,iii<sup>6</sup>,vi
vi<sup>6</sup>,IV,V<sup>6</sup><sub>4</sub>,V
vi<sup>6</sup>,IV,ii<sup>7</sup>,I<sup>6</sup>
vi<sup>6</sup>,IV,IV<sup>7</sup>,I
vi<sup>6</sup>,ii,IV,V
vi<sup>6</sup>,ii,IV,vi
vi<sup>6</sup>,ii,IV,V/vi
vi<sup>6</sup>,ii,vi,vi<sup>6</sup>
vi<sup>6</sup>,ii,vi,V
vi<sup>6</sup>,ii,V,V<sup>6</sup>
vi<sup>6</sup>,ii,V,vi
vi<sup>6</sup>,ii,V,iii
vi<sup>6</sup>,ii,V,I
vi<sup>6</sup>,ii,vi<sup>6</sup>,ii
vi<sup>6</sup>,ii,vi<sup>6</sup>,vi
vi<sup>6</sup>,ii,vi<sup>6</sup>,V/iii
vi<sup>6</sup>,ii,vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>
vi<sup>6</sup>,ii,IV<sup>7</sup>,vi
vi<sup>6</sup>,ii,vi<sup>6</sup><sub>4</sub>,vi<sup>6</sup>
vi<sup>6</sup>,ii,vi<sup>6</sup><sub>4</sub>,IVb7
vi<sup>6</sup>,ii,vi<sup>6</sup><sub>4</sub>,V/vi
vi<sup>6</sup>,ii,V<sup>7</sup>/vi,vi
vi<sup>6</sup>,ii,V<sup>7</sup>/vi,I
vi<sup>6</sup>,ii,ii<sup>6</sup>,V
vi<sup>6</sup>,ii,ii<sup>6</sup>,ii
vi<sup>6</sup>,ii,V<sup>6</sup>/vi,vi
vi<sup>6</sup>,ii,V<sup>6</sup>,IV<sup>6</sup>
vi<sup>6</sup>,ii,V<sup>4</sup><sub>3</sub>/vi,vi<sup>6</sup>
vi<sup>6</sup>,ii,vi<sup>7</sup>,♭VII<sup>7</sup>
vi<sup>6</sup>,ii,ii<sup>7</sup>,vi<sup>7</sup>
vi<sup>6</sup>,ii,I<sup>6</sup>,V<sup>6</sup><sub>5</sub>/vi
vi<sup>6</sup>,ii,I,ii
vi<sup>6</sup>,ii,vii°<sup>6</sup>/vi,vi<sup>6</sup>
vi<sup>6</sup>,ii,♭VII,V
vi<sup>6</sup>,ii,iii,vi
vi<sup>6</sup>,ii,V<sup>6</sup>/iii,V/vi
vi<sup>6</sup>,V<sup>6</sup>,vi,V
vi<sup>6</sup>,V<sup>6</sup>,vi,IV
vi<sup>6</sup>,V<sup>6</sup>,vi,V<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup>,IV,vi
vi<sup>6</sup>,V<sup>6</sup>,IV,V<sup>7</sup>
vi<sup>6</sup>,V<sup>6</sup>,V,iii
vi<sup>6</sup>,V<sup>6</sup>,V,vi
vi<sup>6</sup>,V<sup>6</sup>,V,IV
vi<sup>6</sup>,V<sup>6</sup>,V,iii<sup>7</sup>
vi<sup>6</sup>,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>,I
vi<sup>6</sup>,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>6</sup>/V
vi<sup>6</sup>,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>,iii
vi<sup>6</sup>,V<sup>6</sup>,IV<sup>6</sup>,V
vi<sup>6</sup>,V<sup>6</sup>,IV<sup>6</sup>,vii°/vi
vi<sup>6</sup>,V<sup>6</sup>,ii<sup>6</sup>,ii<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,I<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup>,V<sup>6</sup>/ii,V<sup>7</sup>/ii
vi<sup>6</sup>,V<sup>6</sup>,I,IV<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup>,I<sup>6</sup>,IV
vi<sup>6</sup>,I,vi<sup>6</sup>,iii<sup>6</sup>
vi<sup>6</sup>,I,vi<sup>6</sup>,I
vi<sup>6</sup>,I,vi<sup>6</sup>,IV
vi<sup>6</sup>,I,I<sup>7</sup>,vi<sup>6</sup>
vi<sup>6</sup>,I,IV,V
vi<sup>6</sup>,I,IV,I<sup>6</sup>
vi<sup>6</sup>,I,iii,vi
vi<sup>6</sup>,I,V<sup>6</sup>,IV<sup>6</sup>
vi<sup>6</sup>,I,IV<sup>7</sup>,ii<sup>6</sup>
vi<sup>6</sup>,I,iii<sup>6</sup>,V
vi<sup>6</sup>,I,I<sup>6</sup>,IV
vi<sup>6</sup>,I,V,IV
vi<sup>6</sup>,I,♭VI<sup>6</sup>,♭II<sup>7</sup>
vi<sup>6</sup>,I,♭VII,vi
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,vi,IV
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,vi,ii
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,vi,V
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup>/vi,vi
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,V,V<sup>6</sup>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,ii<sup>6</sup>,ii<sup>4</sup><sub>2</sub>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,i<sup>6</sup>,V<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,V/vi,V<sup>6</sup>/vi
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,iii<sup>7</sup>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,IV,V
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,ii<sup>6</sup><sub>4</sub>,ii<sup>6</sup>
vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,ii,vi<sup>6</sup>
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,ii
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,vi,IV
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,vi,iii<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,vi
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V/V
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V<sup>6</sup>/vi
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,♭VII,vi
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,I,vi<sup>6</sup>
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,IV,V
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>5</sub>,V
vi<sup>6</sup>,iii<sup>6</sup><sub>4</sub>,vii<sup>7</sup>,IV<sup>6</sup>
vi<sup>6</sup>,V,IV,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V,IV,ii
vi<sup>6</sup>,V,vi,vi<sup>6</sup>
vi<sup>6</sup>,V,vi,V<sup>6</sup>
vi<sup>6</sup>,V,vi,♭VII
vi<sup>6</sup>,V,IV<sup>6</sup><sub>4</sub>,I
vi<sup>6</sup>,V,ii<sup>6</sup>,ii
vi<sup>6</sup>,V,V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
vi<sup>6</sup>,V,iii<sup>6</sup>,vi
vi<sup>6</sup>,V,vii°,I
vi<sup>6</sup>,V,iii<sup>7</sup>,IV<sup>7</sup>
vi<sup>6</sup>,V,I,ii
vi<sup>6</sup>,V,ii<sup>6</sup><sub>4</sub>,vi<sup>6</sup>
vi<sup>6</sup>,V,ii<sup>7</sup>,IV<sup>7</sup>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,IV
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,V<sup>6</sup><sub>4</sub>/vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,vi<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,ii<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,vii°/iii
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,vi°
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi,vii°/vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi<sup>6</sup>,V/vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi<sup>6</sup>,V<sup>6</sup>/vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,vi<sup>7</sup>,vii°/V
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,ii,V
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,V<sup>4</sup><sub>2</sub>/vi,V/vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>/vi,V/ii,V<sup>7</sup>/ii
vi<sup>6</sup>,V/vi,vi,vi<sup>6</sup>
vi<sup>6</sup>,V/vi,vi,V<sup>6</sup><sub>4</sub>/vi
vi<sup>6</sup>,V/vi,vi,vii<sup>??</sup><sup>7</sup>
vi<sup>6</sup>,V/vi,vi,V<sup>4</sup><sub>3</sub>/vi
vi<sup>6</sup>,V/vi,vi,V
vi<sup>6</sup>,V/vi,vi,ii
vi<sup>6</sup>,V/vi,vi,IVb7
vi<sup>6</sup>,V/vi,vi,IV
vi<sup>6</sup>,V/vi,ii<sup>6</sup>,V<sup>6</sup><sub>5</sub>/vi
vi<sup>6</sup>,V/vi,vii°<sup>6</sup>/vi,vi
vi<sup>6</sup>,V/vi,V<sup>7</sup>/vi,IV
vi<sup>6</sup>,V/vi,V<sup>6</sup><sub>4</sub>/vi,V/vi
vi<sup>6</sup>,V/vi,V/ii,V<sup>6</sup>/ii
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>6</sup>/vi,V<sup>6</sup><sub>5</sub>/vi
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>,vi<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>6</sup>/V,vi<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,IV,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>7</sup>/V,V
vi<sup>6</sup>,ii<sup>7</sup>,vi<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
vi<sup>6</sup>,ii<sup>7</sup>,vi<sup>6</sup><sub>4</sub>,vi<sup>7</sup>
vi<sup>6</sup>,ii<sup>7</sup>,I<sup>6</sup>,ii<sup>7</sup>
vi<sup>6</sup>,ii<sup>7</sup>,I<sup>6</sup>,IV<sup>7</sup>
vi<sup>6</sup>,ii<sup>7</sup>,V/vi,vi
vi<sup>6</sup>,ii<sup>7</sup>,V<sup>7</sup>/vi,vi
vi<sup>6</sup>,ii<sup>7</sup>,v,vi
vi<sup>6</sup>,ii<sup>7</sup>,♭II<sup>7</sup>,i<sup>7</sup>
vi<sup>6</sup>,ii<sup>7</sup>,IV<sup>4</sup><sub>2</sub>,iii
vi<sup>6</sup>,iii,IV,V
vi<sup>6</sup>,iii,IV,vi
vi<sup>6</sup>,iii,IV,I
vi<sup>6</sup>,iii,IV,IV<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,iii,ii<sup>7</sup>,iv
vi<sup>6</sup>,iii,ii<sup>7</sup>,V<sup>7</sup>
vi<sup>6</sup>,iii,vi<sup>6</sup>,iii
vi<sup>6</sup>,iii,V<sup>6</sup>,ii<sup>6</sup>
vi<sup>6</sup>,iii,iii<sup>4</sup><sub>2</sub>,ii
vi<sup>6</sup>,iii,I<sup>6</sup>,V
vi<sup>6</sup>,iii,vi<sup>6</sup><sub>4</sub>,iii
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,V<sup>6</sup>/vi
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,vii°<sup>6</sup>/vi
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,V
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,V<sup>4</sup><sub>3</sub>/vi
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,vi<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,ii<sup>6</sup>
vi<sup>6</sup>,V<sup>6</sup>/vi,vi,vii°/iii
vi<sup>6</sup>,V<sup>6</sup>/vi,V/V,V<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,V<sup>6</sup>/vi,V<sup>4</sup><sub>2</sub>/ii,ii<sup>6</sup>
vi<sup>6</sup>,vi<sup>7</sup>,V,ii<sup>7</sup>
vi<sup>6</sup>,vi<sup>7</sup>,V<sup>7</sup>,vii<sup>??</sup><sup>7</sup>/V
vi<sup>6</sup>,vi<sup>7</sup>,V<sup>7</sup>,ii<sup>7</sup>
vi<sup>6</sup>,vi<sup>7</sup>,I,iii<sup>7</sup>
vi<sup>6</sup>,vi<sup>7</sup>,ii<sup>7</sup>,v<sup>7</sup>
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,V/vi,V<sup>6</sup>/vi
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,V/vi,vi
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,V<sup>7</sup>/vi,IV<sup>7</sup>
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,V<sup>7</sup>/vi,vi
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,V<sup>6</sup>/vi,vi
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,vi°,vii°/IV
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,♭VII<sup>7</sup>,ii<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,vi<sup>6</sup>,II<sup>7</sup>
vi<sup>6</sup>,vii<sup>??</sup><sup>7</sup>,IV<sup>6</sup><sub>4</sub>,vi
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,IV,vi
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,I,V<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,I,IV
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,I<sup>7</sup>,IV
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,I<sup>7</sup>,I
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,V,vi
vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,IV<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,vii°,vi,vii°
vi<sup>6</sup>,vii°,vi,vii<sup>??</sup><sup>7</sup>
vi<sup>6</sup>,vii°,vi,iii<sup>6</sup>
vi<sup>6</sup>,vii°,V/vi,vi
vi<sup>6</sup>,vii°,iii<sup>6</sup>,I
vi<sup>6</sup>,vii°,vii°<sup>6</sup>,vi<sup>6</sup>
vi<sup>6</sup>,♭II,ii,♭III
vi<sup>6</sup>,vi<sup>4</sup><sub>2</sub>,IV,ii<sup>7</sup>
vi<sup>6</sup>,vi<sup>4</sup><sub>2</sub>,ii<sup>7</sup>,V
vi<sup>6</sup>,vi<sup>4</sup><sub>2</sub>,ii<sup>6</sup><sub>5</sub>,V<sup>6</sup><sub>4</sub>/vi
vi<sup>6</sup>,vi<sup>4</sup><sub>2</sub>,ii<sup>6</sup>,IV
vi<sup>6</sup>,iii<sup>6</sup>,IV<sup>6</sup>,vi
vi<sup>6</sup>,iii<sup>6</sup>,IV<sup>6</sup>,V<sup>6</sup>
vi<sup>6</sup>,iii<sup>6</sup>,vi<sup>6</sup>,iii<sup>6</sup>
vi<sup>6</sup>,♭VII<sup>6</sup>,vii°<sup>6</sup>,♭VII<sup>6</sup>
vi<sup>6</sup>,♭VII<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,V<sup>7</sup>/vi
vi<sup>6</sup>,♭VII<sup>6</sup>,Ib7,I<sup>6</sup><sub>5</sub>
vi<sup>6</sup>,I<sup>6</sup>,IV,V
vi<sup>6</sup>,I<sup>6</sup>,IV,I
vi<sup>6</sup>,I<sup>6</sup>,IV,I<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,I<sup>6</sup>,IV,V<sup>4</sup><sub>2</sub>
vi<sup>6</sup>,V/V,vi<sup>6</sup><sub>4</sub>,vii°/iii
vi<sup>6</sup>,V/V,V<sup>6</sup><sub>4</sub>/V,V
vi<sup>6</sup>,V/V,V,I
vi<sup>6</sup>,V/V,IV,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,♭VII,V<sup>6</sup>,ii
vi<sup>6</sup>,♭VII,♭VI,V
vi<sup>6</sup>,♭VII,vii°<sup>6</sup>/vi,vi<sup>6</sup>
vi<sup>6</sup>,♭VII,v,V/ii
vi<sup>6</sup>,IV<sup>7</sup>,I<sup>6</sup><sub>4</sub>,vi<sup>6</sup>
vi<sup>6</sup>,IV<sup>7</sup>,iii<sup>7</sup>,iii
vi<sup>6</sup>,IV<sup>7</sup>,ii<sup>7</sup>,vi
vi<sup>6</sup>,V<sup>7</sup>/iii,V/vi,V<sup>4</sup><sub>2</sub>/vi
vi<sup>6</sup>,V<sup>7</sup>/iii,V/vi,vi
vi<sup>6</sup>,V<sup>7</sup>/iii,v<sup>6</sup>,V/ii
vi<sup>6</sup>,ii<sup>6</sup>,vi<sup>6</sup>,ii
vi<sup>6</sup>,ii<sup>6</sup>,vii°<sup>6</sup>/ii,V<sup>7</sup>/ii
vi<sup>6</sup>,ii<sup>6</sup>,ii,vi<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,I<sup>6</sup><sub>4</sub>,IV,V
vi<sup>6</sup>,I<sup>6</sup><sub>4</sub>,I,vi
vi<sup>6</sup>,V<sup>6</sup>/ii,ii,vii<sup>??</sup><sup>7</sup>
vi<sup>6</sup>,V<sup>6</sup>/ii,ii,V
vi<sup>6</sup>,V<sup>6</sup>/ii,ii,V<sup>7</sup>/vi
vi<sup>6</sup>,V<sup>6</sup>/ii,ii,IV<sup>4</sup><sub>3</sub>
vi<sup>6</sup>,vii°<sup>6</sup>/vi,vi,I
vi<sup>6</sup>,vii°<sup>6</sup>/vi,vi,vi<sup>4</sup><sub>2</sub>
vi<sup>6</sup>,vii°<sup>6</sup>/vi,V/vi,V<sup>7</sup>/ii
vi<sup>6</sup>,vii°<sup>6</sup>/vi,V/vi,vi
vi<sup>6</sup>,I<sup>7</sup>,vi<sup>6</sup>,i<sup>6</sup>
vi<sup>6</sup>,I<sup>7</sup>,I,I<sup>7</sup>
vi<sup>6</sup>,I<sup>7</sup>,V,IV
vi<sup>6</sup>,I<sup>4</sup><sub>2</sub>,vi,I
vi<sup>6</sup>,vi<sup>6</sup><sub>5</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,vi<sup>6</sup><sub>5</sub>,ii,V
vi<sup>6</sup>,iii<sup>7</sup>,vi,V
vi<sup>6</sup>,iii<sup>7</sup>,♭III,iii<sup>6</sup><sub>4</sub>
vi<sup>6</sup>,iii<sup>7</sup>,vi<sup>7</sup>,I
vi<sup>6</sup>,IV<sup>6</sup>,V<sup>6</sup>,vi<sup>6</sup>
vi<sup>6</sup>,IV<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,IV<sup>6</sup>
vi<sup>6</sup>,vii°/vi,vi,V<sup>6</sup>
vi<sup>6</sup>,vii°/vi,IV<sup>6</sup>,V<sup>6</sup>
vi<sup>6</sup>,IVb7,vii<sup>??</sup><sup>7</sup>,vi<sup>6</sup>
vi<sup>6</sup>,IVb7,V<sup>7</sup>/vi,vi
vi<sup>6</sup>,IVb7,vi,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,IV,V
V<sup>6</sup><sub>4</sub>,I,IV,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,IV,iii<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I,IV,iii
V<sup>6</sup><sub>4</sub>,I,IV,I
V<sup>6</sup><sub>4</sub>,I,IV,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,IV,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>,I
V<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>,IV<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>,V/vi
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,I
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,vi<sup>4</sup><sub>2</sub>
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,I<sup>6</sup><sub>5</sub>
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,vi
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup><sub>4</sub>,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup>,ii<sup>6</sup><sub>5</sub>
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup>,IV
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup>,ii
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,I,I<sup>6</sup>,I<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I,V,vi
V<sup>6</sup><sub>4</sub>,I,V,V/vi
V<sup>6</sup><sub>4</sub>,I,V,IV
V<sup>6</sup><sub>4</sub>,I,V,I
V<sup>6</sup><sub>4</sub>,I,vi,V
V<sup>6</sup><sub>4</sub>,I,vi,IV
V<sup>6</sup><sub>4</sub>,I,vi,V/vi
V<sup>6</sup><sub>4</sub>,I,V<sup>4</sup><sub>2</sub>,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,iii,IV
V<sup>6</sup><sub>4</sub>,I,ii,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,ii,iii
V<sup>6</sup><sub>4</sub>,I,ii,V/vi
V<sup>6</sup><sub>4</sub>,I,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,IV<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,I,IV<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,V/iii,iii
V<sup>6</sup><sub>4</sub>,I,V/V,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I,V/V,V
V<sup>6</sup><sub>4</sub>,I,I<sup>4</sup><sub>2</sub>,vi<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I,I<sup>4</sup><sub>2</sub>,♭VI<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I,I<sup>7</sup>,Ib7
V<sup>6</sup><sub>4</sub>,I,I<sup>7</sup>,IV
V<sup>6</sup><sub>4</sub>,I,♭III,IV
V<sup>6</sup><sub>4</sub>,I,ii<sup>6</sup><sub>4</sub>,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,V<sup>4</sup><sub>2</sub>/IV,IV<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I,iv<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,I,♭VII,ii
V<sup>6</sup><sub>4</sub>,I,V<sup>7</sup>/ii,V/V
V<sup>6</sup><sub>4</sub>,I,iii<sup>7</sup>,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I,vii<sup>??</sup><sup>7</sup>,V<sup>7</sup>/vi
V<sup>6</sup><sub>4</sub>,I,V<sup>4</sup><sub>3</sub>/IV,I
V<sup>6</sup><sub>4</sub>,I,I<sup>4</sup><sub>2</sub>,vi<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I,iii<sup>6</sup><sub>4</sub>,vi
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>4</sub>,V
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>4</sub>,I
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>4</sub>,♭VII
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>4</sub>,V/ii
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>4</sub>,IV
